section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
3a4949b1-4342-440b-ae79-14d47949d470,e9b61042-4af0-4619-81e8-e1bc9229b938,1,1689708354986661795,1689708355196366795,209
