section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,1,1710175389592102039,1710175390012486039,420
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,2,1710175393575782039,1710175393931164039,355
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,3,1710175398315222039,1710175398635477039,320
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,4,1710175398640477039,1710175398945856039,305
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,5,1710175403480050039,1710175403840299039,360
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,6,1710175404641059039,1710175404841312039,200
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,7,1710175406733088039,1710175407078343039,345
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,8,1710175408489613039,1710175408830004039,340
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,9,1710175410651642039,1710175411007022039,355
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,10,1710175411647531039,1710175411972910039,325
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,11,1710175414335068039,1710175414645322039,310
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,12,1710175418128620039,1710175418468875039,340
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,13,1710175420916159039,1710175421246539039,330
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,14,1710175424694711039,1710175425050092039,355
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,15,1710175426266111039,1710175426596487039,330
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,16,1710175428142884039,1710175428483263039,340
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,17,1710175430570167039,1710175430880422039,310
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,18,1710175433552958039,1710175433923338039,370
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,19,1710175435865115039,1710175436235370039,370
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,20,1710175439723681039,1710175440058922039,335
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,21,1710175442030828039,1710175442336079039,305
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,22,1710175443697347039,1710175444022602039,325
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,23,1710175446965392039,1710175447280646039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,24,1710175450633817039,1710175450949079039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,25,1710175454192132039,1710175454502370039,310
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,26,1710175461198586039,1710175461528966039,330
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,27,1710175468330183039,1710175468700564039,370
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,28,1710175471041463039,1710175471351838039,310
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,29,1710175474444588039,1710175474779963039,335
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,30,1710175477006962039,1710175477372337039,365
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,31,1710175491024835039,1710175491340085039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,32,1710175495949334039,1710175496304584039,355
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,33,1710175502475207039,1710175502815582039,340
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,34,1710175506318831039,1710175506664087039,345
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,35,1710175517308839039,1710175517654203039,345
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,36,1710175521462583039,1710175521817952039,355
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,37,1710175537802573039,1710175538147947039,345
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,38,1710175540990447039,1710175541340821039,350
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,39,1710175543878196039,1710175544198446039,320
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,40,1710175551970572039,1710175552295818039,325
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,41,1710175558441441039,1710175558786816039,345
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,42,1710175561229066039,1710175561569315039,340
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,43,1710175567554813039,1710175567855063039,300
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,44,1710175571683562039,1710175572053937039,370
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,45,1710175577518935039,1710175577834185039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,46,1710175584510308039,1710175584815558039,305
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,47,1710175590330681039,1710175590645932039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,48,1710175603752927039,1710175604098303039,345
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,49,1710175616574674039,1710175616889924039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,50,1710175627014181039,1710175627339546039,325
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,51,1710175632644420039,1710175632959670039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,52,1710175638244545039,1710175638569794039,325
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,53,1710175641037043039,1710175641232293039,195
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,54,1710175646427042039,1710175646757294039,330
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,55,1710175653253294039,1710175653568540039,315
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,56,1710175656035790039,1710175656371040039,335
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,57,1710175659789172039,1710175660114539039,325
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,58,1710175666345163039,1710175666715553039,370
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,59,1710175673696912039,1710175674027287039,330
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,60,1710175701822658039,1710175702178033039,355
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,61,1710175710215408039,1710175710520670039,305
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,62,1710175714784532039,1710175715084782039,300
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,63,1710175717502032039,1710175717807282039,305
e1fd1f34-8936-4c0e-a047-5215d7e5acd9,6fd7001c-ff11-4c10-a011-0ea6af341125,64,1710175719023415039,1710175719333657039,310
