recording id,timestamp [ns],name,type
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175377352000000,recording.begin,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175383214000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175388324000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175388409000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175392116000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175392211000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175394989000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175395069000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175397541000000,calibrationpoint,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710175423655000000,trialstart,recording
6fd7001c-ff11-4c10-a011-0ea6af341125,1710176533165000000,recording.end,recording
