recording id,timestamp [ns],name,type
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828262173000000,recording.begin,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828271690000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828271891000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828272023000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828272106000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828278545000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828278757000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828278837000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828278909000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828278986000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828279054000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828281927000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828281995000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282075000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282145000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282211000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282270000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282330000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282389000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282453000000,trialStart,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828282515000000,trialEnd,recording
2d3e22e7-6c79-4937-aad9-d9c7cae581c4,1692828286123000000,recording.end,recording
