recording id,timestamp [ns],name,type
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363020876000000,recording.begin,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363044309000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363044419000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363048908000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363048989000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363050653000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363050738000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363052288000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363052372000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363052448000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363053925000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363053994000000,calibrationpoint,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363074303000000,trialstart,recording
cd9b4fa0-3744-4312-9826-cf806117bc10,1710363945213000000,recording.end,recording
