section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836218259457,3.023148,4.167557,-22.428513,-0.07959,-0.4375,0.887207,4.808376183179219,-25.701101592128996,0.3975193410183742,0.9741217494010925,-0.22235354781150818,0.04012690484523773,-0.005950558930635452
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836222948457,2.779007,4.411697,-22.794724,-0.087402,-0.455078,0.885254,4.78257840040176,-25.702618284803172,0.33300011739425367,0.9741243720054626,-0.2223452627658844,0.040032632648944855,-0.006449517793953419
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836227637457,2.89917,5.146027,-23.160934,-0.081543,-0.439941,0.890625,4.757765928940071,-25.700274516155453,0.2687885877993002,0.9741337895393372,-0.22230438888072968,0.03994652256369591,-0.0069463904947042465
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836232326457,3.023148,5.083084,-22.977829,-0.074219,-0.431641,0.904297,4.731121823641556,-25.694451610286713,0.20525157860709048,0.9741503596305847,-0.22223444283008575,0.039843831211328506,-0.007432763464748859
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836237015457,3.082275,5.020142,-23.527145,-0.073242,-0.433594,0.902832,4.702963423375147,-25.68906214766523,0.13969414284674728,0.9741661548614502,-0.2221677601337433,0.03973206877708435,-0.007933571934700012
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836241704457,3.145218,4.289627,-23.710251,-0.061523,-0.432617,0.90918,4.668404811837863,-25.68274386816505,0.07269299896793328,0.974185585975647,-0.22209332883358002,0.0395687073469162,-0.008433968760073185
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836246393457,3.755569,4.899979,-23.832321,-0.073242,-0.432129,0.892578,4.639431781582509,-25.675149713822776,-0.00011214715564227142,0.9742047786712646,-0.22200585901737213,0.03946409374475479,-0.0089941481128335
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836251082457,3.938675,4.533768,-24.015427,-0.08252,-0.434082,0.897461,4.610707568794768,-25.666653654060063,-0.07354038341193857,0.9742251634597778,-0.22191070020198822,0.03936275839805603,-0.009559858590364456
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836255771457,3.572464,4.594803,-23.893356,-0.07666,-0.441895,0.912109,4.581009129116219,-25.65988550628872,-0.1464086532176266,0.9742422103881836,-0.22183071076869965,0.03925182670354843,-0.010119571350514889
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836260460457,3.633499,4.594803,-23.954391,-0.079102,-0.452148,0.913086,4.551871626900403,-25.654740456311945,-0.21231178936387066,0.974256157875061,-0.22176706790924072,0.03913198783993721,-0.010621748864650726
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836265149457,4.243851,4.289627,-24.076462,-0.07666,-0.447266,0.916992,4.520516856453655,-25.64564723535236,-0.2773280925213029,0.9742782711982727,-0.22167056798934937,0.03899173438549042,-0.011110831052064896
d102b6ca-4eec-4a86-81cf-b5ce0951b01e,29a1140d-de1d-42c5-b8c9-d4afb683200c,1695244836269838457,4.793167,3.801346,-23.710251,-0.07959,-0.460938,0.904297,4.48879750301771,-25.637856958809724,-0.33942173478312526,0.9742980003356934,-0.22158637642860413,0.03884255886077881,-0.011574856005609035
