section id,recording id,timestamp [ns],pupil diameter [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958077498292,3.1209468841552734,-30.769912719726562,10.254371643066406,-31.40702247619629,32.06203079223633,9.749149322509766,-26.991580963134766,-0.013466129079461098,0.044072967022657394,0.9989375472068787,-0.20046338438987732,0.029654640704393387,0.979252278804779
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958082497292,3.1087095737457275,-30.74175262451172,10.257911682128906,-31.38772964477539,32.08987808227539,9.800037384033203,-26.95093536376953,-0.014207223430275917,0.044751670211553574,0.998897135257721,-0.20408941805362701,0.030083008110523224,0.9784899353981018
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958087497292,3.1109671592712402,-30.738025665283203,10.281791687011719,-31.381061553955078,32.09348678588867,9.817832946777344,-26.965316772460938,-0.015115808695554733,0.04400162771344185,0.9989171028137207,-0.19995523989200592,0.029510580003261566,0.9793605208396912
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958092498292,3.108715295791626,-30.748004913330078,10.242122650146484,-31.39685821533203,32.09004592895508,9.774574279785156,-27.000843048095703,-0.01627141609787941,0.04696793854236603,0.9987638592720032,-0.19728508591651917,0.032986097037792206,0.9797911047935486
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958097498292,3.1242752075195312,-30.769573211669922,10.334602355957031,-31.36672592163086,32.0698127746582,9.783836364746094,-27.01749038696289,-0.014264656230807304,0.04038328304886818,0.9990824460983276,-0.19540899991989136,0.02710590325295925,0.980347216129303
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958102500292,3.119549512863159,-30.77222442626953,10.34585952758789,-31.38977813720703,32.06690979003906,9.808990478515625,-27.03301239013672,-0.014453711919486523,0.03863798826932907,0.9991487264633179,-0.1957964152097702,0.024976594373583794,0.9803264737129211
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958107498292,3.1260623931884766,-30.700042724609375,10.379695892333984,-31.382184982299805,32.13379669189453,9.847183227539062,-27.019287109375,-0.01563335210084915,0.03660953417420387,0.9992073774337769,-0.19962134957313538,0.022827625274658203,0.9796071648597717
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958112498292,3.1534876823425293,-30.78221893310547,10.26519775390625,-31.40648078918457,32.05365753173828,9.752815246582031,-27.024742126464844,-0.01100915390998125,0.04287997633218765,0.9990195631980896,-0.1914665251970291,0.029589818790555,0.9810530543327332
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958117498292,3.1533358097076416,-30.70416259765625,10.273784637451172,-31.37171173095703,32.1357536315918,9.689002990722656,-27.04412841796875,-0.014135987497866154,0.04403771460056305,0.9989298582077026,-0.19617247581481934,0.03062170371413231,0.9800911545753479
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958297625292,3.1588685512542725,-30.713302612304688,10.262256622314453,-31.379804611206055,32.125030517578125,9.708763122558594,-27.023143768310547,-0.014576505869626999,0.044350095093250275,0.9989097118377686,-0.19574539363384247,0.030803771689534187,0.9801708459854126
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958302625292,3.0161921977996826,-30.776981353759766,10.738544464111328,-30.684913635253906,32.09855651855469,9.851757049560547,-26.906051635742188,0.05706290528178215,0.03916485235095024,0.997602105140686,-0.20732247829437256,0.028495939448475838,0.9778575301170349
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958307633292,3.1174933910369873,-30.677810668945312,10.39251708984375,-31.317909240722656,32.1644287109375,9.83188247680664,-27.031322479248047,-0.009266665205359459,0.035064734518527985,0.9993420839309692,-0.1974494308233261,0.0206627007573843,0.9800953269004822
363ee41f-d73a-4dee-aab9-a77964024108,aa54c637-e46c-412b-930c-689cb0654309,1707859958312632292,3.113807439804077,-30.751419067382812,10.371280670166016,-31.343353271484375,32.090248107910156,9.78851318359375,-27.01805877685547,-0.008676974102854729,0.038038209080696106,0.9992386102676392,-0.1939491629600525,0.02435939572751522,0.9807091355323792
