section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536105255389,0.017166,0.108719,-0.261307,0.03125,-0.232422,0.980957,-1.5787213445622104,-12.886205775222416,-142.91400604832094,0.31744328141212463,-0.04866208881139755,0.10202723741531372,-0.9415158629417419
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536109634389,0.200272,-0.074387,-0.505447,0.03125,-0.23291,0.96875,-1.5797372888128116,-12.888565238200965,-142.9148137914322,0.317437082529068,-0.04867619276046753,0.10204417258501053,-0.9415153861045837
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536114013389,0.137329,-0.011444,-0.570297,0.032227,-0.230469,0.962402,-1.5809992465515437,-12.890708638063645,-142.91624023543773,0.31742605566978455,-0.048691172152757645,0.10205890983343124,-0.9415167570114136
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536118392389,-0.104904,0.047684,-0.261307,0.038574,-0.225586,0.953613,-1.5837227597248489,-12.892227219211243,-142.91811687602896,0.31741276383399963,-0.048716045916080475,0.10206465423107147,-0.9415193200111389
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536122771389,-0.289917,-0.320435,-0.505447,0.033203,-0.219238,0.96875,-1.5851505149519287,-12.89167316107216,-142.92569522647582,0.3173518776893616,-0.048719506710767746,0.10205936431884766,-0.9415402412414551
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536127150389,-0.593185,-0.440598,-0.261307,0.037109,-0.23584,0.969727,-1.5874366443309622,-12.894577364165725,-142.93465796923218,0.3172796964645386,-0.0487382747232914,0.10208073258399963,-0.9415612816810608
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536131529389,-0.593185,-0.379562,-0.387192,0.028809,-0.213379,0.955566,-1.5879520696057925,-12.893420332795456,-142.9434352292188,0.31720826029777527,-0.04873151704668999,0.10207352042198181,-0.9415864944458008
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536135908389,-0.471115,-0.379562,-0.570297,0.02832,-0.222168,0.962402,-1.5883153818170486,-12.893794780247676,-142.9560372310665,0.3171049654483795,-0.048724304884672165,0.10208095610141754,-0.9416208267211914
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536140287389,-0.656128,-0.499725,-0.505447,0.023926,-0.232422,0.964844,-1.587689802777846,-12.89622129714149,-142.96915616088913,0.31699612736701965,-0.04871412739157677,0.10210822522640228,-0.9416550397872925
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536144666389,-0.715256,-0.196457,-0.692368,0.019043,-0.225586,0.962402,-1.5859894401327346,-12.897321800828136,-142.98214242162788,0.31688767671585083,-0.04869159683585167,0.10212749987840652,-0.9416906237602234
fcd3b5f9-9b69-43db-a6d2-4ac1157ae771,c70c98f7-180c-4e91-8b7a-d2665cf54c69,1695754536149045389,-0.53215,-0.257492,-0.204086,0.032715,-0.225586,0.975098,-1.587264478825728,-12.897782053705898,-142.9802529156334,0.3169042468070984,-0.04870501905679703,0.10212695598602295,-0.9416844248771667
