section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,1,1710792067465770256,1710792067585897256,120,219.00055914230416,14.252422743592653,3407.3058589230764,9595.900960103325
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,2,1710792067956289256,1710792068006278256,49,202.98238744018653,13.018247357864716,4105.187849903183,6236.30767044847
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,3,1710792068371660256,1710792068421660256,50,111.94566046057581,7.246892339813159,2271.509240972878,2979.8727068657895
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,4,1710792069387549256,1710792069427686256,40,81.76868834804392,5.283663944214123,2058.454431179135,2636.362588830907
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,5,1710792069637803256,1710792069672804256,35,50.59787905896164,3.2737333730299056,1532.765414780028,1950.523876495735
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,6,1710792071294329256,1710792071344454256,50,163.6087055485107,10.580249046215195,3280.373184888698,5146.096696758072
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,7,1710792073426362256,1710792073486363256,60,241.12665568080445,15.347303897438406,4093.5169053488885,6445.706764625573
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,8,1710792075117888256,1710792075178014256,60,233.88567520006762,15.185609108271144,3919.0815640593305,5714.727357484732
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,9,1710792075703397256,1710792075758523256,55,308.5240723362737,20.031032891283296,5713.473990572257,9335.574700510087
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,10,1710792076258914256,1710792076319032256,60,249.89287722990076,15.90745197104897,4189.716157636099,6502.7798203211205
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,11,1710792076499160256,1710792076574286256,75,9.492382702274778,0.6139725696399809,3445.9356937733974,7685.695643674566
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,12,1710792076909541256,1710792076969667256,60,182.86110456595685,11.792838243847443,3079.276087727025,4490.681532003823
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,13,1710792077154795256,1710792077204796256,50,187.28792316686022,12.133402763354816,3737.5853935885098,5760.106568458147
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,14,1710792077790430256,1710792077830438256,40,74.32720054612192,4.781319686907829,1878.9550120141776,2293.2719804666867
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,15,1710792078090684256,1710792078110685256,20,39.41272652192012,2.5108117462864623,1978.3353492808565,2199.202997575617
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,16,1710792078305813256,1710792078360939256,55,260.0769045555296,16.541080723573106,4736.092321276681,7443.176327944033
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,17,1710792079236702256,1710792079326829256,90,256.67997818122853,16.669021616481178,3238.038359285181,6509.642169914761
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,18,1710792079692210256,1710792079772211256,80,174.8773965406962,11.341543240737394,2295.4990446326033,3215.257293835916
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,19,1710792080062465256,1710792080497848256,435,223.9820395361707,14.558679778556725,3399.186083853719,12093.817065369316
5b28a404-cbff-428f-9e92-507d04279ef0,be519371-6caf-469a-9532-490ec715ef4b,20,1710792080582974256,1710792080718101256,135,95.11272625824527,6.187074306719937,2547.1250400969866,4831.424910746342
